Account,Account Description,Date,Period,Type,Num,Line,Doc No,Name ID,Name,Memo,Debit,Credit,Currency,Foreign Amount,Reversal Of
1200,Accounts Receivable,03/05/2026,03/2026,Invoice,JE-AR-10338,1,INV-10338,C-0369,Eddy Pizzeria,,"1,154.06",,USD,,
1200,Accounts Receivable,03/05/2026,03/2026,Payment,JE-CR-31545,2,INV-10130,C-0012,Olallie Market,,,"23,546.12",USD,,
1200,Accounts Receivable,03/05/2026,03/2026,Payment,JE-CR-31546,2,INV-10211,C-0197,Elderberry Deli,,,"3,868.65",USD,,
1200,Accounts Receivable,03/06/2026,03/2026,Payment,JE-CR-31547,2,INV-10146,C-0069,Riverbend Natural Grocers,,,"14,278.74",USD,,
1200,Accounts Receivable,03/06/2026,03/2026,Payment,JE-CR-31548,2,INV-10161,C-0107,Green Valley Co-op,,,"12,977.16",USD,,
1200,Accounts Receivable,03/06/2026,03/2026,Payment,JE-CR-31549,2,INV-10180,C-0233,Rose City Market Hall,,,"14,044.15",USD,,
1200,Accounts Receivable,03/06/2026,03/2026,Payment,JE-CR-31550,2,INV-10113,C-0273,Coldwater Creek Market,,,"11,212.05",USD,,
1200,Accounts Receivable,03/06/2026,03/2026,Payment,JE-CR-31551,2,INV-10170,C-0357,Mountain Grocers LLC,,,"13,584.66",USD,,
1200,Accounts Receivable,03/06/2026,03/2026,Payment,JE-CR-31552,2,INV-10114,C-0389,Umpqua Valley Foods,,,"12,274.09",USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Invoice,JE-AR-10309,1,INV-10309,C-0064,Juniper Hill Foods,,"15,014.13",,USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Invoice,JE-AR-10310,1,INV-10310,C-0105,Whidbey Harvest Co-op,,"22,560.52",,USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Invoice,JE-AR-10311,1,INV-10311,C-0306,Tillamook Road Grocery,,"21,529.67",,USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Invoice,JE-AR-10318,1,INV-10318,C-0143,Gorge Valley Co-op,,"15,743.40",,USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Invoice,JE-AR-10319,1,INV-10319,C-0163,Elk Rock Provisions,,"17,058.13",,USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Invoice,JE-AR-10326,1,INV-10326,C-0033,Treasure Valley Market,,"25,409.31",,USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Invoice,JE-AR-10333,1,INV-10333,C-0133,Sawtooth Natural Foods,,"13,466.98",,USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Invoice,JE-AR-10334,1,INV-10334,C-0198,GREEN VALLEY COOP #2,,"15,438.62",,USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Invoice,JE-AR-10341,1,INV-10341,C-0035,Velvet Taproom,,"3,930.89",,USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Invoice,JE-AR-10342,1,INV-10342,C-0121,Upland Kitchen,,"3,488.07",,USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Invoice,JE-AR-10343,1,INV-10343,C-0272,Ramble Deli,,"3,719.65",,USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Invoice,JE-AR-10345,1,INV-10345,C-0047,Gable Brasserie,,"2,373.51",,USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Invoice,JE-AR-10347,1,INV-10347,C-0130,Cinder Kitchen,,"3,486.15",,USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Invoice,JE-AR-10348,1,INV-10348,C-0273,Coldwater Creek Market,,"25,055.15",,USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Invoice,JE-AR-10349,1,INV-10349,C-0329,Oxbow Smokehouse,,"2,970.99",,USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Invoice,JE-AR-10350,1,INV-10350,C-0335,Mountain Grocers Inc.,,"23,092.42",,USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Invoice,JE-AR-10351,1,INV-10351,C-0400,Salmonberry Market,,"11,628.61",,USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Payment,JE-CR-31553,2,INV-10182,C-0012,Olallie Market,,,"22,174.58",USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Payment,JE-CR-31554,2,INV-10155,C-0027,Cascade Harvest Grocers,,,"17,584.48",USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Payment,JE-CR-31555,2,INV-10195,C-0033,Treasure Valley Market,,,"12,292.81",USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Payment,JE-CR-31556,2,INV-10240,C-0037,Bellwether Tavern,,,"1,495.38",USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Payment,JE-CR-31557,2,INV-10257,C-0055,Lumen Kitchen,,,"2,468.89",USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Payment,JE-CR-31558,2,INV-10145,C-0088,Palouse Provisions,,,"17,217.68",USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Payment,JE-CR-31559,2,INV-10208,C-0108,Millrace Pizzeria,,,"3,649.53",USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Payment,JE-CR-31560,2,INV-10246,C-0247,Wren Noodle House,,,"2,443.47",USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Payment,JE-CR-31561,2,INV-10198,C-0264,Vale Brasserie,,,"3,100.36",USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Payment,JE-CR-31562,2,INV-10277,C-0303,Trillium Bistro,,,"2,865.72",USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Payment,JE-CR-31563,2,INV-10154,C-0306,Tillamook Road Grocery,,,"11,928.82",USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Payment,JE-CR-31564,2,INV-10275,C-0334,Isle Smokehouse,,,"4,121.26",USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Payment,JE-CR-31565,2,INV-10194,C-0335,Mountain Grocers Inc.,,,"14,197.43",USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Payment,JE-CR-31566,2,INV-10134,C-0414,Belmont Natural Foods,,,"17,925.31",USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Payment,JE-CR-31567,2,INV-10152,C-0415,Kestrel Market Hall,,,"23,169.81",USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Payment,JE-CR-31568,2,INV-10172,C-0420,Nehalem Bay Grocers,,,"14,837.18",USD,,
1200,Accounts Receivable,03/09/2026,03/2026,Payment,JE-CR-31569,2,INV-10184,C-0427,Deschutes Food Hall,,,"16,594.07",USD,,
1200,Accounts Receivable,03/10/2026,03/2026,Invoice,JE-AR-10320,1,INV-10320,C-0012,Olallie Market,,"17,135.71",,USD,,
1200,Accounts Receivable,03/10/2026,03/2026,Invoice,JE-AR-10327,1,INV-10327,C-0348,Foxglove Market,,"25,441.84",,USD,,
1200,Accounts Receivable,03/10/2026,03/2026,Invoice,JE-AR-10352,1,INV-10352,C-0120,Saltbox Kitchen,,"1,250.00",,USD,,
1200,Accounts Receivable,03/10/2026,03/2026,Invoice,JE-AR-10353,1,INV-10353,C-0215,Nook Eatery,,"3,218.26",,USD,,
1200,Accounts Receivable,03/10/2026,03/2026,Invoice,JE-AR-10354,1,INV-10354,C-0397,Fable Kitchen,,"1,883.22",,USD,,
1200,Accounts Receivable,03/10/2026,03/2026,Invoice,JE-AR-10361,1,INV-10361,C-0106,Fiddlehead Taproom,,"1,469.49",,USD,,
1200,Accounts Receivable,03/10/2026,03/2026,Payment,JE-CR-31570,2,INV-10274,C-0323,Waxwing Eatery,,,702.71,USD,,
1200,Accounts Receivable,03/10/2026,03/2026,Payment,JE-CR-31571,2,INV-10162,C-0396,Driftwood Pantry,,,"24,524.90",USD,,
1200,Accounts Receivable,03/10/2026,03/2026,Payment,JE-CR-31572,2,INV-10228,C-0411,Iris Taproom,,,"2,695.21",USD,,
1200,Accounts Receivable,03/11/2026,03/2026,Invoice,JE-AR-10328,1,INV-10328,C-0027,Cascade Harvest Grocers,,"12,981.31",,USD,,
1200,Accounts Receivable,03/11/2026,03/2026,Invoice,JE-AR-10329,1,INV-10329,C-0090,Zigzag Mountain Grocery,,"23,930.58",,USD,,
1200,Accounts Receivable,03/11/2026,03/2026,Invoice,JE-AR-10355,1,INV-10355,C-0130,Cinder Kitchen,,"1,019.53",,USD,,
1200,Accounts Receivable,03/11/2026,03/2026,Invoice,JE-AR-10356,1,INV-10356,C-0427,Deschutes Food Hall,,"24,323.71",,USD,,
1200,Accounts Receivable,03/11/2026,03/2026,Invoice,JE-AR-10366,1,INV-10366,C-0069,Riverbend Natural Grocers,,"21,920.63",,USD,,
1200,Accounts Receivable,03/11/2026,03/2026,Payment,JE-CR-31573,2,INV-10153,C-0096,Pioneer Square Provisions,,,"22,449.62",USD,,
1200,Accounts Receivable,03/11/2026,03/2026,Payment,JE-CR-31574,2,INV-10273,C-0171,Dune Cantina,,,"1,783.70",USD,,
1200,Accounts Receivable,03/11/2026,03/2026,Payment,JE-CR-31575,2,INV-10218,C-0209,Kelp Grill,,,"1,486.46",USD,,
1200,Accounts Receivable,03/11/2026,03/2026,Payment,JE-CR-31576,2,INV-10222,C-0282,Yarrow Deli,,,"1,089.54",USD,,
1200,Accounts Receivable,03/12/2026,03/2026,Invoice,JE-AR-10335,1,INV-10335,C-0183,Madrona Food Co-op,,"13,269.11",,USD,,
1200,Accounts Receivable,03/12/2026,03/2026,Invoice,JE-AR-10362,1,INV-10362,C-0401,Pinewood Kitchen,,"1,893.50",,USD,,
1200,Accounts Receivable,03/12/2026,03/2026,Invoice,JE-AR-10367,1,INV-10367,C-0001,Meadowlark Bistro,,"2,415.82",,USD,,
1200,Accounts Receivable,03/12/2026,03/2026,Invoice,JE-AR-10368,1,INV-10368,C-0298,Nimbus Cafe,,"1,971.39",,USD,,
1200,Accounts Receivable,03/12/2026,03/2026,Invoice,JE-AR-10542,1,INV-10542,C-0301,Alpenkost GmbH,,"7,800.00",,USD,,
1200,Accounts Receivable,03/12/2026,03/2026,Payment,JE-CR-31577,2,INV-10164,C-0045,Bridgetown Pantry,,,"21,764.01",USD,,
1200,Accounts Receivable,03/12/2026,03/2026,Payment,JE-CR-31578,2,INV-10221,C-0069,Riverbend Natural Grocers,,,"21,887.96",USD,,
1200,Accounts Receivable,03/12/2026,03/2026,Payment,JE-CR-31579,2,INV-10165,C-0147,Vashon Island Market,,,"18,676.67",USD,,
1200,Accounts Receivable,03/12/2026,03/2026,Payment,JE-CR-31580,2,INV-10169,C-0186,Hawthorne Fresh Market,,,"20,295.03",USD,,
1200,Accounts Receivable,03/12/2026,03/2026,Payment,JE-CR-31581,2,INV-10175,C-0200,Ember Lane Grocers,,,"11,572.69",USD,,
1200,Accounts Receivable,03/12/2026,03/2026,Payment,JE-CR-31582,2,INV-10235,C-0299,Orchard Bakery,,,"2,005.61",USD,,
1200,Accounts Receivable,03/13/2026,03/2026,Invoice,JE-AR-10339,1,INV-10339,C-0122,Owyhee Mercantile,,"21,953.97",,USD,,
1200,Accounts Receivable,03/13/2026,03/2026,Invoice,JE-AR-10340,1,INV-10340,C-0200,Ember Lane Grocers,,"16,980.43",,USD,,
1200,Accounts Receivable,03/13/2026,03/2026,Invoice,JE-AR-10344,1,INV-10344,C-0331,Ironwood Grocery,,"18,621.98",,USD,,
1200,Accounts Receivable,03/13/2026,03/2026,Invoice,JE-AR-10369,1,INV-10369,C-0132,Jubilee Cantina,,"4,008.65",,USD,,
1200,Accounts Receivable,03/13/2026,03/2026,Payment,JE-CR-31583,2,INV-10258,C-0145,Hearth Cantina,,,717.41,USD,,
1200,Accounts Receivable,03/13/2026,03/2026,Payment,JE-CR-31584,2,INV-10151,C-0379,Filbert & Oak Market,,,"21,569.17",USD,,
1200,Accounts Receivable,03/13/2026,03/2026,Payment,JE-CR-31585,2,INV-10166,C-0399,Larch Mountain Mercantile,,,"26,187.70",USD,,
1200,Accounts Receivable,03/16/2026,03/2026,Invoice,JE-AR-10357,1,INV-10357,C-0045,Bridgetown Pantry,,"21,684.60",,USD,,
1200,Accounts Receivable,03/16/2026,03/2026,Invoice,JE-AR-10358,1,INV-10358,C-0186,Hawthorne Fresh Market,,"27,013.20",,USD,,
1200,Accounts Receivable,03/16/2026,03/2026,Invoice,JE-AR-10363,1,INV-10363,C-0389,Umpqua Valley Foods,,"14,088.31",,USD,,
1200,Accounts Receivable,03/16/2026,03/2026,Invoice,JE-AR-10371,1,INV-10371,C-0414,Belmont Natural Foods,,"16,942.27",,USD,,
1200,Accounts Receivable,03/16/2026,03/2026,Invoice,JE-AR-10373,1,INV-10373,C-0087,Inkwell Supper Club,,"3,932.48",,USD,,
1200,Accounts Receivable,03/16/2026,03/2026,Invoice,JE-AR-10374,1,INV-10374,C-0214,Nectar Noodle House,,"3,286.86",,USD,,
1200,Accounts Receivable,03/16/2026,03/2026,Invoice,JE-AR-10375,1,INV-10375,C-0308,Northstar Deli,,"3,133.78",,USD,,
1200,Accounts Receivable,03/16/2026,03/2026,Invoice,JE-AR-10379,1,INV-10379,C-0056,Granary Pizzeria,,"3,314.59",,USD,,
1200,Accounts Receivable,03/16/2026,03/2026,Invoice,JE-AR-10380,1,INV-10380,C-0250,Nettle Cantina,,"2,178.98",,USD,,
1200,Accounts Receivable,03/16/2026,03/2026,Invoice,JE-AR-10384,1,INV-10384,C-0359,Yew Grill,,"3,806.99",,USD,,
1200,Accounts Receivable,03/16/2026,03/2026,Invoice,JE-AR-10385,1,INV-10385,C-0425,Thistle Pizzeria,,"2,578.31",,USD,,
1200,Accounts Receivable,03/16/2026,03/2026,Payment,JE-CR-31586,2,INV-10201,C-0027,Cascade Harvest Grocers,,,"27,885.46",USD,,
1200,Accounts Receivable,03/16/2026,03/2026,Payment,JE-CR-31587,2,INV-10239,C-0045,Bridgetown Pantry,,,"19,778.95",USD,,
1200,Accounts Receivable,03/16/2026,03/2026,Payment,JE-CR-31588,2,INV-10196,C-0105,Whidbey Harvest Co-op,,,"16,043.97",USD,,
1200,Accounts Receivable,03/16/2026,03/2026,Payment,JE-CR-31589,2,INV-10223,C-0107,Green Valley Co-op,,,"15,005.21",USD,,
1200,Accounts Receivable,03/16/2026,03/2026,Payment,JE-CR-31590,2,INV-10173,C-0143,Gorge Valley Co-op,,,"22,039.54",USD,,
1200,Accounts Receivable,03/16/2026,03/2026,Payment,JE-CR-31591,2,INV-10271,C-0145,Hearth Cantina,,,"1,186.08",USD,,
1200,Accounts Receivable,03/16/2026,03/2026,Payment,JE-CR-31592,2,INV-10272,C-0155,Lodestar Cafe,,,"1,098.61",USD,,
1200,Accounts Receivable,03/16/2026,03/2026,Payment,JE-CR-31593,2,INV-10205,C-0163,Elk Rock Provisions,,,"16,222.47",USD,,
1200,Accounts Receivable,03/16/2026,03/2026,Payment,JE-CR-31594,2,INV-10174,C-0183,Madrona Food Co-op,,,"15,703.92",USD,,
1200,Accounts Receivable,03/16/2026,03/2026,Payment,JE-CR-31595,2,INV-10167,C-0193,Quinault Country Store,,,"24,072.68",USD,,
1200,Accounts Receivable,03/16/2026,03/2026,Payment,JE-CR-31596,2,INV-10259,C-0206,Otter Brasserie,,,"1,395.83",USD,,
1200,Accounts Receivable,03/16/2026,03/2026,Payment,JE-CR-31597,2,INV-10294,C-0216,Arbor Kitchen,,,"2,275.20",USD,,
1200,Accounts Receivable,03/16/2026,03/2026,Payment,JE-CR-31598,2,INV-10283,C-0272,Ramble Deli,,,"2,350.35",USD,,
1200,Accounts Receivable,03/16/2026,03/2026,Payment,JE-CR-31599,2,INV-10185,C-0331,Ironwood Grocery,,,"13,736.93",USD,,
1200,Accounts Receivable,03/16/2026,03/2026,Payment,JE-CR-31600,2,INV-10181,C-0348,Foxglove Market,,,"19,463.67",USD,,
1200,Accounts Receivable,03/16/2026,03/2026,Payment,JE-CR-31601,2,INV-10202,C-0379,Filbert & Oak Market,,,"17,686.71",USD,,
1200,Accounts Receivable,03/17/2026,03/2026,Invoice,JE-AR-10346,1,INV-10346,C-0399,Larch Mountain Mercantile,,"26,807.25",,USD,,
1200,Accounts Receivable,03/17/2026,03/2026,Invoice,JE-AR-10372,1,INV-10372,C-0147,Vashon Island Market,,"25,275.22",,USD,,
1200,Accounts Receivable,03/17/2026,03/2026,Invoice,JE-AR-10381,1,INV-10381,C-0121,Upland Kitchen,,"3,826.92",,USD,,
1200,Accounts Receivable,03/17/2026,03/2026,Invoice,JE-AR-10386,1,INV-10386,C-0075,Vesper Pizzeria,,766.37,,USD,,
1200,Accounts Receivable,03/17/2026,03/2026,Invoice,JE-AR-10387,1,INV-10387,C-0082,Chanterelle Supper Club,,"2,413.24",,USD,,
1200,Accounts Receivable,03/17/2026,03/2026,Invoice,JE-AR-10388,1,INV-10388,C-0107,Green Valley Co-op,,"18,545.31",,USD,,
1200,Accounts Receivable,03/17/2026,03/2026,Invoice,JE-AR-10389,1,INV-10389,C-0219,Huckleberry Grill,,"1,977.37",,USD,,
1200,Accounts Receivable,03/17/2026,03/2026,Invoice,JE-AR-10393,1,INV-10393,C-0204,Foundry Bakery,,"1,291.59",,USD,,
1200,Accounts Receivable,03/17/2026,03/2026,Invoice,JE-AR-10394,1,INV-10394,C-0239,Larkspur Noodle House,,"2,152.65",,USD,,
1200,Accounts Receivable,03/17/2026,03/2026,Payment,JE-CR-31602,2,INV-10192,C-0090,Zigzag Mountain Grocery,,,"20,576.03",USD,,
1200,Accounts Receivable,03/17/2026,03/2026,Payment,JE-CR-31603,2,INV-10209,C-0133,Sawtooth Natural Foods,,,"12,231.32",USD,,
1200,Accounts Receivable,03/17/2026,03/2026,Payment,JE-CR-31604,2,INV-10199,C-0273,Coldwater Creek Market,,,"24,949.92",USD,,
1200,Accounts Receivable,03/17/2026,03/2026,Payment,JE-CR-31605,2,INV-10231,C-0399,Larch Mountain Mercantile,,,"22,777.06",USD,,
1200,Accounts Receivable,03/18/2026,03/2026,Invoice,JE-AR-10359,1,INV-10359,C-0096,Pioneer Square Provisions,,"16,764.84",,USD,,
1200,Accounts Receivable,03/18/2026,03/2026,Invoice,JE-AR-10360,1,INV-10360,C-0415,Kestrel Market Hall,,"25,563.69",,USD,,
1200,Accounts Receivable,03/18/2026,03/2026,Invoice,JE-AR-10364,1,INV-10364,C-0379,Filbert & Oak Market,,"15,169.61",,USD,,
1200,Accounts Receivable,03/18/2026,03/2026,Invoice,JE-AR-10365,1,INV-10365,C-0420,Nehalem Bay Grocers,,"25,340.41",,USD,,
1200,Accounts Receivable,03/18/2026,03/2026,Invoice,JE-AR-10370,1,INV-10370,C-0088,Palouse Provisions,,"14,701.41",,USD,,
1200,Accounts Receivable,03/18/2026,03/2026,Invoice,JE-AR-10376,1,INV-10376,C-0193,Quinault Country Store,,"23,641.48",,USD,,
1200,Accounts Receivable,03/18/2026,03/2026,Invoice,JE-AR-10377,1,INV-10377,C-0233,Rose City Market Hall,,"27,098.29",,USD,,
1200,Accounts Receivable,03/18/2026,03/2026,Invoice,JE-AR-10390,1,INV-10390,C-0297,Canopy Deli,,"1,971.79",,USD,,
1200,Accounts Receivable,03/18/2026,03/2026,Invoice,JE-AR-10395,1,INV-10395,C-0296,Bluebird Smokehouse,,"1,182.12",,USD,,
1200,Accounts Receivable,03/18/2026,03/2026,Invoice,JE-AR-10400,1,INV-10400,C-0182,Jasper Bakery,,"3,417.54",,USD,,
1200,Accounts Receivable,03/18/2026,03/2026,Invoice,JE-AR-10401,1,INV-10401,C-0206,Otter Brasserie,,"1,934.23",,USD,,
1200,Accounts Receivable,03/18/2026,03/2026,Invoice,JE-AR-10402,1,INV-10402,C-0324,Obsidian Grill,,"2,978.85",,USD,,
1200,Accounts Receivable,03/18/2026,03/2026,Payment,JE-CR-31606,2,INV-10183,C-0198,GREEN VALLEY COOP #2,,,"28,363.46",USD,,
1200,Accounts Receivable,03/18/2026,03/2026,Payment,JE-CR-31607,2,INV-10337,C-0282,Yarrow Deli,,,"3,189.04",USD,,
1200,Accounts Receivable,03/18/2026,03/2026,Payment,JE-CR-31608,2,INV-10300,C-0403,Basalt Grill,,,"1,484.18",USD,,
1200,Accounts Receivable,03/19/2026,03/2026,Invoice,JE-AR-10378,1,INV-10378,C-0046,Yakima Orchard Market,,"20,391.96",,USD,,
1200,Accounts Receivable,03/19/2026,03/2026,Invoice,JE-AR-10382,1,INV-10382,C-0396,Driftwood Pantry,,"15,865.90",,USD,,
1200,Accounts Receivable,03/19/2026,03/2026,Invoice,JE-AR-10396,1,INV-10396,C-0330,Alder Street Market,,"19,210.48",,USD,,
1200,Accounts Receivable,03/19/2026,03/2026,Invoice,JE-AR-10403,1,INV-10403,C-0093,Heron Cafe,,"1,602.39",,USD,,
1200,Accounts Receivable,03/19/2026,03/2026,Invoice,JE-AR-10404,1,INV-10404,C-0204,Foundry Bakery,,"2,966.21",,USD,,
1200,Accounts Receivable,03/19/2026,03/2026,Invoice,JE-AR-10405,1,INV-10405,C-0357,Mountain Grocers LLC,,"24,488.05",,USD,,
1200,Accounts Receivable,03/19/2026,03/2026,Payment,JE-CR-31609,2,INV-10236,C-0325,Cobalt Cafe,,,"1,846.52",USD,,
1200,Accounts Receivable,03/19/2026,03/2026,Payment,JE-CR-31609,3,INV-10312,C-0325,Cobalt Cafe,,,"2,810.94",USD,,
1200,Accounts Receivable,03/19/2026,03/2026,Payment,JE-CR-31610,2,INV-10338,C-0369,Eddy Pizzeria,,,"1,154.06",USD,,
1200,Accounts Receivable,03/20/2026,03/2026,Invoice,JE-AR-10411,1,INV-10411,C-0305,Bittern Bistro,,"4,160.19",,USD,,
1200,Accounts Receivable,03/20/2026,03/2026,Payment,JE-CR-31611,2,INV-10321,C-0047,Gable Brasserie,,,"1,879.42",USD,,
1200,Accounts Receivable,03/20/2026,03/2026,Payment,JE-CR-31612,2,INV-10248,C-0193,Quinault Country Store,,,"23,422.07",USD,,
1200,Accounts Receivable,03/20/2026,03/2026,Payment,JE-CR-31613,2,INV-10220,C-0415,Kestrel Market Hall,,,"16,006.83",USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Invoice,JE-AR-10267,1,INV-10267,C-0301,Alpenkost GmbH,,"10,958.26",,EUR,"10,120.30",
1200,Accounts Receivable,03/23/2026,03/2026,Invoice,JE-AR-10383,1,INV-10383,C-0033,Treasure Valley Market,,"26,197.30",,USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Invoice,JE-AR-10397,1,INV-10397,C-0143,Gorge Valley Co-op,,"18,860.46",,USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Invoice,JE-AR-10398,1,INV-10398,C-0198,GREEN VALLEY COOP #2,,"21,009.71",,USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Invoice,JE-AR-10407,1,INV-10407,C-0069,Riverbend Natural Grocers,,"15,900.92",,USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Invoice,JE-AR-10408,1,INV-10408,C-0090,Zigzag Mountain Grocery,,"22,322.79",,USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Invoice,JE-AR-10409,1,INV-10409,C-0163,Elk Rock Provisions,,"21,299.02",,USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Invoice,JE-AR-10412,1,INV-10412,C-0064,Juniper Hill Foods,,"22,461.23",,USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Invoice,JE-AR-10413,1,INV-10413,C-0105,Whidbey Harvest Co-op,,"11,717.66",,USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Invoice,JE-AR-10414,1,INV-10414,C-0273,Coldwater Creek Market,,"21,169.35",,USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Invoice,JE-AR-10415,1,INV-10415,C-0012,Olallie Market,,"26,628.77",,USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Invoice,JE-AR-10416,1,INV-10416,C-0278,Sorrel Cantina,,"2,522.58",,USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Invoice,JE-AR-10417,1,INV-10417,C-0400,Salmonberry Market,,"25,282.19",,USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Invoice,JE-AR-10422,1,INV-10422,C-0272,Ramble Deli,,745.02,,USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Invoice,JE-AR-10423,1,INV-10423,C-0281,Tidewater Deli,,"1,276.54",,USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Payment,JE-CR-31614,2,INV-10215,C-0046,Yakima Orchard Market,,,"19,843.22",USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Payment,JE-CR-31615,2,INV-10295,C-0050,Aster Kitchen,,,717.71,USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Payment,JE-CR-31616,2,INV-10190,C-0064,Juniper Hill Foods,,,"19,804.13",USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Payment,JE-CR-31617,2,INV-10216,C-0088,Palouse Provisions,,,"16,261.42",USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Payment,JE-CR-31618,2,INV-10214,C-0122,Owyhee Mercantile,,,"16,402.50",USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Payment,JE-CR-31619,2,INV-10261,C-0143,Gorge Valley Co-op,,,"25,616.78",USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Payment,JE-CR-31620,2,INV-10284,C-0158,Umber Grill,,,"2,854.93",USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Payment,JE-CR-31621,2,INV-10279,C-0161,Bramble Noodle House,,,"3,525.42",USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Payment,JE-CR-31622,2,INV-10285,C-0197,Elderberry Deli,,,"1,063.39",USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Payment,JE-CR-31623,2,INV-10282,C-0209,Kelp Grill,,,"2,476.56",USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Payment,JE-CR-31624,2,INV-10298,C-0217,Paddle Eatery,,,961.81,USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Payment,JE-CR-31625,2,INV-10253,C-0306,Tillamook Road Grocery,,,"11,413.96",USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Payment,JE-CR-31626,2,INV-10313,C-0329,Oxbow Smokehouse,,,"1,645.92",USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Payment,JE-CR-31627,2,INV-10230,C-0330,Alder Street Market,,,"25,297.50",USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Payment,JE-CR-31628,2,INV-10243,C-0357,Mountain Grocers LLC,,,"28,409.10",USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Payment,JE-CR-31629,2,INV-10191,C-0389,Umpqua Valley Foods,,,"19,512.87",USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Payment,JE-CR-31630,2,INV-10354,C-0397,Fable Kitchen,,,"1,883.22",USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Payment,JE-CR-31631,2,INV-10213,C-0400,Salmonberry Market,,,"22,885.38",USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Payment,JE-CR-31632,2,INV-10278,C-0403,Basalt Grill,,,"1,562.20",USD,,
1200,Accounts Receivable,03/23/2026,03/2026,Payment,JE-CR-31633,2,INV-10217,C-0420,Nehalem Bay Grocers,,,"22,548.10",USD,,
1200,Accounts Receivable,03/24/2026,03/2026,Invoice,JE-AR-10391,1,INV-10391,C-0027,Cascade Harvest Grocers,,"19,736.94",,USD,,
1200,Accounts Receivable,03/24/2026,03/2026,Invoice,JE-AR-10392,1,INV-10392,C-0306,Tillamook Road Grocery,,"22,428.39",,USD,,
1200,Accounts Receivable,03/24/2026,03/2026,Invoice,JE-AR-10399,1,INV-10399,C-0335,Mountain Grocers Inc.,,"25,376.90",,USD,,
