Customer ID,Customer Name,Address,City,State,Zip,Country,AP Email,Tax ID,Currency,Terms,Status,Created
C-0181,Grand Hollow Provisions,6479 Oak St,Eugene,OR,97438,US,ap@grandhollowprovisi.com,XX-XXX3111,USD,Net 30,Inactive,03/15/2013
C-0182,Jasper Bakery,6779 Center St,Salem,OR,97300,US,billing@jasperbakery.com,XX-XXX2586,USD,Net 15,Active,08/09/2020
C-0183,Madrona Food Co-op,2889 Market St,Portland,OR,97275,US,ap@madronafoodcoop.com,XX-XXX1449,USD,Net 30,Active,08/13/2025
C-0185,Gristmill Supper Club,2421 Pearl St,Olympia,WA,98520,US,billing@gristmillsupperclu.com,XX-XXX2414,USD,Net 15,Active,12/01/2024
C-0186,Hawthorne Fresh Market,7480 Broadway,Eugene,OR,97462,US,ap@hawthornefreshmark.com,XX-XXX2759,USD,Net 30,Active,08/13/2018
C-0187,Low Harbor Market,1725 Industrial Way,Beaverton,OR,97033,US,ap@lowharbormarket.com,XX-XXX8849,USD,Net 30,Inactive,09/08/2016
C-0188,Little Creek Deli,4294 N Mississippi Ave,Nampa,ID,83638,US,ap@littlecreekdeli.com,XX-XXX1638,USD,Net 30,Inactive,12/19/2018
C-0189,Ironclad Brasserie,7458 Center St,Lake Oswego,OR,97040,US,billing@ironcladbrasserie.com,XX-XXX3490,USD,Net 15,Active,12/26/2022
C-0190,Magpie Tavern,4498 SE Division St,Corvallis,OR,97385,US,billing@magpietavern.com,XX-XXX3208,USD,Net 15,Active,08/18/2015
C-0191,Riverstone Smokehouse,4816 SE Belmont St,Corvallis,OR,97352,US,billing@riverstonesmokehou.com,XX-XXX7993,USD,Net 15,Active,10/17/2015
C-0192,North Mill Deli,6638 Oak St,Salem,OR,97367,US,ap@northmilldeli.com,XX-XXX3926,USD,Net 30,Inactive,01/08/2010
C-0193,Quinault Country Store,7073 SE Division St,Seattle,WA,98192,US,ap@quinaultcountrysto.com,XX-XXX6947,USD,Net 30,Active,10/20/2014
C-0194,Low Hill Grocery,9646 NE Alberta St,Olympia,WA,98554,US,ap@lowhillgrocery.com,XX-XXX1723,USD,Net 30,Inactive,01/14/2014
C-0195,West Prairie Bistro,8749 Broadway,Tacoma,WA,98437,US,ap@westprairiebistro.com,XX-XXX3245,USD,Net 30,Inactive,12/14/2014
C-0196,Blue Field Bistro,543 SE Belmont St,Meridian,ID,83695,US,ap@bluefieldbistro.com,XX-XXX2469,USD,Net 30,Inactive,08/04/2011
C-0197,Elderberry Deli,1505 Market St,Lake Oswego,OR,97070,US,billing@elderberrydeli.com,XX-XXX4498,USD,Net 15,Active,09/03/2015
C-0198,GREEN VALLEY COOP #2,7815 N Lombard St,Portland,OR,97203,US,store2.accounts@greenvalley.coop,XX-XXX8447,USD,Net 30,Active,08/03/2021
C-0199,Misty Grove Market,1543 Pearl St,Idaho Falls,ID,83402,US,ap@mistygrovemarket.com,XX-XXX5971,USD,Net 30,Inactive,01/21/2020
C-0200,Ember Lane Grocers,9320 NE Alberta St,Idaho Falls,ID,83485,US,ap@emberlanegrocers.com,XX-XXX3838,USD,Net 30,Active,02/22/2021
C-0201,Lone Meadow Foods,5848 Riverside Dr,Beaverton,OR,97022,US,ap@lonemeadowfoods.com,XX-XXX2192,USD,Net 30,Inactive,09/23/2015
C-0202,High Brook Foods,5796 Center St,Nampa,ID,83634,US,ap@highbrookfoods.com,XX-XXX7661,USD,Net 30,Inactive,03/13/2014
C-0203,Blue Hill Kitchen,2994 Harbor Dr,Boise,ID,83731,US,ap@bluehillkitchen.com,XX-XXX7393,USD,Net 30,Inactive,12/10/2010
C-0204,Foundry Bakery,9797 Rainier Ave S,Vancouver,WA,98678,US,billing@foundrybakery.com,XX-XXX7091,USD,Net 15,Active,03/12/2014
C-0205,Blue Grove Market,3360 Olive Way,Boise,ID,83760,US,ap@bluegrovemarket.com,XX-XXX9546,USD,Net 30,Inactive,07/10/2021
C-0206,Otter Brasserie,6950 SE Belmont St,Idaho Falls,ID,83439,US,billing@otterbrasserie.com,XX-XXX5822,USD,Net 15,Active,05/30/2014
C-0207,Wildwood Tavern,6693 Oak St,Seattle,WA,98171,US,billing@wildwoodtavern.com,XX-XXX6344,USD,Net 15,Active,06/02/2023
C-0208,Ursa Noodle House,4997 Capitol Blvd,Portland,OR,97273,US,billing@ursanoodlehouse.com,XX-XXX4015,USD,Net 15,Active,09/08/2012
C-0209,Kelp Grill,5311 Harbor Dr,Boise,ID,83731,US,billing@kelpgrill.com,XX-XXX4653,USD,Net 15,Active,06/02/2020
C-0210,Twin Mill Cafe,3696 Harbor Dr,Boise,ID,83748,US,ap@twinmillcafe.com,XX-XXX8689,USD,Net 30,Inactive,10/26/2014
C-0211,Grand Lake Grocery,4582 Center St,Beaverton,OR,97043,US,ap@grandlakegrocery.com,XX-XXX1190,USD,Net 30,Inactive,06/05/2011
C-0212,Hidden Prairie Foods,8279 Olive Way,Seattle,WA,98111,US,ap@hiddenprairiefoods.com,XX-XXX6628,USD,Net 30,Inactive,05/02/2009
C-0213,Twin Stone Bistro,4011 SE Division St,Nampa,ID,83652,US,ap@twinstonebistro.com,XX-XXX7186,USD,Net 30,Inactive,06/30/2021
C-0214,Nectar Noodle House,9325 Oak St,Seattle,WA,98167,US,billing@nectarnoodlehouse.com,XX-XXX3499,USD,Net 15,Active,11/16/2011
C-0215,Nook Eatery,3554 Main St,Gresham,OR,97015,US,billing@nookeatery.com,XX-XXX5797,USD,Net 15,Active,09/15/2021
C-0216,Arbor Kitchen,9774 Harbor Dr,Lake Oswego,OR,97051,US,billing@arborkitchen.com,XX-XXX5506,USD,Net 15,Active,06/25/2013
C-0217,Paddle Eatery,8379 Broadway,Corvallis,OR,97346,US,billing@paddleeatery.com,XX-XXX5306,USD,Net 15,Active,05/16/2023
C-0218,Undertow Bakery,4803 SE Division St,Eugene,OR,97401,US,billing@undertowbakery.com,XX-XXX7397,USD,Net 15,Active,09/06/2015
C-0219,Huckleberry Grill,4233 Olive Way,Eugene,OR,97420,US,billing@huckleberrygrill.com,XX-XXX9405,USD,Net 15,Active,04/26/2012
C-0220,North Pine Cafe,9090 Olive Way,Everett,WA,98215,US,ap@northpinecafe.com,XX-XXX9248,USD,Net 30,Inactive,06/06/2016
C-0221,Kiln Deli,4539 Harbor Dr,Nampa,ID,83613,US,billing@kilndeli.com,XX-XXX5015,USD,Net 15,Active,08/20/2016
C-0222,Old Butte Market,3969 E Fairview Ave,Idaho Falls,ID,83470,US,ap@oldbuttemarket.com,XX-XXX3364,USD,Net 30,Inactive,11/24/2013
C-0223,Golden Canyon Catering,6006 Industrial Way,Nampa,ID,83615,US,ap@goldencanyoncateri.com,XX-XXX4649,USD,Net 30,Inactive,01/27/2011
C-0224,Golden Harbor Provisions,8356 Riverside Dr,Everett,WA,98268,US,ap@goldenharborprovis.com,XX-XXX1911,USD,Net 30,Inactive,07/30/2013
C-0225,North Meadow Bistro,6680 Olive Way,Gresham,OR,97094,US,ap@northmeadowbistro.com,XX-XXX7040,USD,Net 30,Inactive,01/11/2011
C-0226,Hidden Field Bistro,6399 W Idaho St,Everett,WA,98245,US,ap@hiddenfieldbistro.com,XX-XXX8247,USD,Net 30,Inactive,02/23/2012
C-0227,South Spring Cafe,1720 N Mississippi Ave,Beaverton,OR,97050,US,ap@southspringcafe.com,XX-XXX3709,USD,Net 30,Inactive,01/10/2020
C-0228,Blue Meadow Foods,5355 Industrial Way,Portland,OR,97256,US,ap@bluemeadowfoods.com,XX-XXX6534,USD,Net 30,Inactive,10/01/2021
C-0229,Old Hill Provisions,8225 Industrial Way,Bellevue,WA,98075,US,ap@oldhillprovisions.com,XX-XXX7539,USD,Net 30,Inactive,03/19/2019
C-0230,Old Creek Market,1840 Front Ave,Meridian,ID,83698,US,ap@oldcreekmarket.com,XX-XXX4850,USD,Net 30,Inactive,07/27/2014
C-0231,Grand Mill Provisions,871 Riverside Dr,Salem,OR,97307,US,ap@grandmillprovision.com,XX-XXX6240,USD,Net 30,Inactive,12/22/2018
C-0232,Lone Harbor Bistro,8459 SW Barbur Blvd,Nampa,ID,83685,US,ap@loneharborbistro.com,XX-XXX3903,USD,Net 30,Inactive,12/28/2021
C-0233,Rose City Market Hall,405 NE Couch St,Portland,OR,97232,US,payables@rosecitymarkethall.com,XX-XXX7054,USD,Net 30,Active,01/21/2019
C-0234,Grand Canyon Cafe,1067 Riverside Dr,Beaverton,OR,97053,US,ap@grandcanyoncafe.com,XX-XXX6307,USD,Net 30,Inactive,04/20/2017
C-0236,Old Hollow Market,9425 Main St,Eugene,OR,97430,US,ap@oldhollowmarket.com,XX-XXX5812,USD,Net 30,Inactive,06/06/2013
C-0237,Plover Supper Club,5933 Riverside Dr,Nampa,ID,83674,US,billing@ploversupperclub.com,XX-XXX7199,USD,Net 15,Active,12/14/2020
C-0238,Grand River Cafe,5866 Pacific Ave,Nampa,ID,83687,US,ap@grandrivercafe.com,XX-XXX2767,USD,Net 30,Inactive,07/21/2015
C-0239,Larkspur Noodle House,9708 Front Ave,Boise,ID,83794,US,billing@larkspurnoodlehous.com,XX-XXX4207,USD,Net 15,Active,06/29/2012
C-0240,South Summit Bistro,1196 Center St,Lake Oswego,OR,97059,US,ap@southsummitbistro.com,XX-XXX8138,USD,Net 30,Inactive,07/13/2021
C-0241,Big Prairie Foods,5726 Olive Way,Bellevue,WA,98005,US,ap@bigprairiefoods.com,XX-XXX9242,USD,Net 30,Inactive,12/17/2016
C-0242,Pumice Cantina,2252 SW Barbur Blvd,Hood River,OR,97006,US,billing@pumicecantina.com,XX-XXX9510,USD,Net 15,Active,09/09/2012
C-0243,Golden Butte Foods,1200 SW Barbur Blvd,Tacoma,WA,98434,US,ap@goldenbuttefoods.com,XX-XXX1587,USD,Net 30,Inactive,11/08/2011
C-0244,Golden Hill Provisions,6505 Rainier Ave S,Vancouver,WA,98622,US,ap@goldenhillprovisio.com,XX-XXX7614,USD,Net 30,Inactive,11/27/2009
C-0245,Golden Stone Foods,3963 Industrial Way,Olympia,WA,98500,US,ap@goldenstonefoods.com,XX-XXX4283,USD,Net 30,Inactive,04/11/2013
C-0247,Wren Noodle House,6634 Market St,Meridian,ID,83690,US,billing@wrennoodlehouse.com,XX-XXX1340,USD,Net 15,Active,06/12/2016
C-0248,Sunny Harbor Catering,4227 NW 23rd Ave,Meridian,ID,83640,US,ap@sunnyharborcaterin.com,XX-XXX9914,USD,Net 30,Inactive,08/28/2015
C-0249,Hidden Lake Kitchen,4829 Industrial Way,Meridian,ID,83648,US,ap@hiddenlakekitchen.com,XX-XXX1442,USD,Net 30,Inactive,12/13/2013
C-0250,Nettle Cantina,2862 Industrial Way,Eugene,OR,97469,US,billing@nettlecantina.com,XX-XXX7041,USD,Net 15,Active,09/26/2021
C-0251,Golden Mill Provisions,8119 NE Alberta St,Nampa,ID,83678,US,ap@goldenmillprovisio.com,XX-XXX7001,USD,Net 30,Inactive,10/15/2012
C-0252,Little Brook Grocery,5364 Harbor Dr,Portland,OR,97299,US,ap@littlebrookgrocery.com,XX-XXX1382,USD,Net 30,Inactive,12/07/2020
C-0253,Misty Butte Foods,5098 NW 23rd Ave,Boise,ID,83761,US,ap@mistybuttefoods.com,XX-XXX5565,USD,Net 30,Inactive,04/03/2016
C-0254,Blue Canyon Cafe,8519 Commercial St NE,Boise,ID,83738,US,ap@bluecanyoncafe.com,XX-XXX2660,USD,Net 30,Inactive,10/01/2018
C-0255,East Spring Bistro,5212 Capitol Blvd,Vancouver,WA,98649,US,ap@eastspringbistro.com,XX-XXX1617,USD,Net 30,Inactive,03/15/2021
C-0256,North Butte Cafe,890 Industrial Way,Vancouver,WA,98650,US,ap@northbuttecafe.com,XX-XXX5165,USD,Net 30,Inactive,07/09/2022
C-0257,High Prairie Deli,3384 Main St,Vancouver,WA,98697,US,ap@highprairiedeli.com,XX-XXX8602,USD,Net 30,Inactive,05/23/2022
C-0258,Grand Stone Cafe,3421 W Idaho St,Nampa,ID,83631,US,ap@grandstonecafe.com,XX-XXX5269,USD,Net 30,Inactive,02/19/2015
C-0259,Big Summit Deli,9581 E Fairview Ave,Hillsboro,OR,97162,US,ap@bigsummitdeli.com,XX-XXX9771,USD,Net 30,Inactive,10/01/2017
C-0260,Sunny Stone Market,6541 W Idaho St,Corvallis,OR,97339,US,ap@sunnystonemarket.com,XX-XXX4738,USD,Net 30,Inactive,07/26/2011
C-0261,Harbor Tavern,4865 Oak St,Boise,ID,83725,US,billing@harbortavern.com,XX-XXX4299,USD,Net 15,Active,09/19/2013
C-0262,East Meadow Catering,8894 SE Division St,Olympia,WA,98598,US,ap@eastmeadowcatering.com,XX-XXX6372,USD,Net 30,Inactive,05/22/2016
C-0263,North Creek Market,7402 Main St,Meridian,ID,83664,US,ap@northcreekmarket.com,XX-XXX1114,USD,Net 30,Inactive,10/02/2013
C-0264,Vale Brasserie,780 Pearl St,Portland,OR,97254,US,billing@valebrasserie.com,XX-XXX4720,USD,Net 15,Active,06/20/2015
C-0265,Golden River Foods,4222 W Idaho St,Meridian,ID,83673,US,ap@goldenriverfoods.com,XX-XXX9963,USD,Net 30,Inactive,02/13/2016
C-0269,Blue Pine Provisions,7977 Center St,Boise,ID,83771,US,ap@bluepineprovisions.com,XX-XXX6171,USD,Net 30,Inactive,04/27/2012
C-0270,Big Ridge Bistro,8119 SW Barbur Blvd,Beaverton,OR,97004,US,ap@bigridgebistro.com,XX-XXX1721,USD,Net 30,Inactive,11/11/2020
C-0271,Twin Grove Grocery,1662 Market St,Eugene,OR,97492,US,ap@twingrovegrocery.com,XX-XXX8742,USD,Net 30,Inactive,09/03/2009
C-0272,Ramble Deli,2958 Rainier Ave S,Salem,OR,97324,US,billing@rambledeli.com,XX-XXX7844,USD,Net 15,Active,07/04/2014
C-0273,Coldwater Creek Market,8677 Front Ave,Olympia,WA,98577,US,ap@coldwatercreekmark.com,XX-XXX5001,USD,Net 30,Active,12/28/2017
C-0274,Twin Grove Kitchen,4249 Front Ave,Hillsboro,OR,97111,US,ap@twingrovekitchen.com,XX-XXX2465,USD,Net 30,Inactive,03/17/2015
C-0275,Tamarack Smokehouse,4962 Market St,Portland,OR,97201,US,billing@tamaracksmokehouse.com,XX-XXX1738,USD,Net 15,Active,12/20/2016
C-0276,Mossy Rock Taproom,5799 Oak St,Gresham,OR,97047,US,billing@mossyrocktaproom.com,XX-XXX2480,USD,Net 15,Active,05/21/2019
C-0277,Low Harbor Bistro,3849 Industrial Way,Bellevue,WA,98076,US,ap@lowharborbistro.com,XX-XXX9078,USD,Net 30,Inactive,02/04/2018
C-0278,Sorrel Cantina,7670 Riverside Dr,Boise,ID,83712,US,billing@sorrelcantina.com,XX-XXX8851,USD,Net 15,Active,02/11/2015
C-0280,East Canyon Grocery,2099 Oak St,Lake Oswego,OR,97033,US,ap@eastcanyongrocery.com,XX-XXX5150,USD,Net 30,Inactive,08/07/2018
C-0281,Tidewater Deli,9188 SW Barbur Blvd,Gresham,OR,97005,US,billing@tidewaterdeli.com,XX-XXX3576,USD,Net 15,Active,04/25/2016
C-0282,Yarrow Deli,6947 NW 23rd Ave,Idaho Falls,ID,83413,US,billing@yarrowdeli.com,XX-XXX6584,USD,Net 15,Active,09/05/2014
C-0283,Yardarm Smokehouse,2209 SW Barbur Blvd,Idaho Falls,ID,83435,US,billing@yardarmsmokehouse.com,XX-XXX7023,USD,Net 15,Active,09/23/2015
C-0284,Golden Spring Market,5003 N Mississippi Ave,Nampa,ID,83659,US,ap@goldenspringmarket.com,XX-XXX8803,USD,Net 30,Inactive,08/21/2020
C-0285,Twin Stone Deli,3399 NW 23rd Ave,Everett,WA,98220,US,ap@twinstonedeli.com,XX-XXX5239,USD,Net 30,Inactive,02/11/2009
C-0286,Low Prairie Bistro,1782 W Idaho St,Nampa,ID,83659,US,ap@lowprairiebistro.com,XX-XXX4915,USD,Net 30,Inactive,05/21/2019
C-0287,Tacoma Event Kitchens,2863 Center St,Everett,WA,98235,US,ap@tacomaeventkitchen.org,XX-XXX4695,USD,Net 30,Active,02/20/2021
C-0288,Blue Stone Cafe,9074 Pacific Ave,Olympia,WA,98550,US,ap@bluestonecafe.com,XX-XXX2124,USD,Net 30,Inactive,11/27/2018
C-0289,High Creek Provisions,5046 Industrial Way,Salem,OR,97325,US,ap@highcreekprovision.com,XX-XXX1263,USD,Net 30,Inactive,02/25/2009
C-0290,Little Bridge Kitchen,1854 SE Division St,Seattle,WA,98149,US,ap@littlebridgekitche.com,XX-XXX8353,USD,Net 30,Inactive,07/28/2022
C-0291,Lantern Supper Club,9732 Pearl St,Beaverton,OR,97023,US,billing@lanternsupperclub.com,XX-XXX3550,USD,Net 15,Active,09/04/2023
C-0292,West Hollow Cafe,8129 Capitol Blvd,Seattle,WA,98127,US,ap@westhollowcafe.com,XX-XXX1291,USD,Net 30,Inactive,10/11/2012
C-0293,Lone Spring Cafe,8321 NE Alberta St,Everett,WA,98260,US,ap@lonespringcafe.com,XX-XXX5147,USD,Net 30,Inactive,11/24/2010
C-0295,Zephyr Bakery,5557 W Idaho St,Lake Oswego,OR,97030,US,billing@zephyrbakery.com,XX-XXX4819,USD,Net 15,Active,11/27/2015
C-0296,Bluebird Smokehouse,2509 W Idaho St,Everett,WA,98261,US,billing@bluebirdsmokehouse.com,XX-XXX2817,USD,Net 15,Active,08/15/2014
C-0297,Canopy Deli,152 Center St,Olympia,WA,98530,US,billing@canopydeli.com,XX-XXX6972,USD,Net 15,Active,06/12/2018
C-0298,Nimbus Cafe,7692 W Idaho St,Seattle,WA,98198,US,billing@nimbuscafe.com,XX-XXX9219,USD,Net 15,Active,09/11/2023
C-0299,Orchard Bakery,2973 Olive Way,Idaho Falls,ID,83463,US,billing@orchardbakery.com,XX-XXX8675,USD,Net 15,Active,07/23/2024
C-0300,Grand Meadow Market,1901 Harbor Dr,Nampa,ID,83677,US,ap@grandmeadowmarket.com,XX-XXX7058,USD,Net 30,Inactive,01/29/2019
C-0301,Alpenkost GmbH,Leopoldstrasse 118,Munich,BY,80802,DE,kreditoren@alpenkost.de,,EUR,Net 90,Active,10/09/2023
C-0303,Trillium Bistro,3276 Rainier Ave S,Meridian,ID,83657,US,billing@trilliumbistro.com,XX-XXX7245,USD,Net 15,Active,05/08/2018
C-0304,Golden Lake Foods,1559 SE Division St,Idaho Falls,ID,83480,US,ap@goldenlakefoods.com,XX-XXX5631,USD,Net 30,Inactive,11/09/2014
C-0305,Bittern Bistro,7437 SE Belmont St,Gresham,OR,97047,US,billing@bitternbistro.com,XX-XXX7723,USD,Net 15,Active,11/19/2013
C-0306,Tillamook Road Grocery,3026 SW Barbur Blvd,Tacoma,WA,98412,US,ap@tillamookroadgroce.com,XX-XXX9169,USD,Net 30,Active,05/02/2016
C-0307,Sparrow Tavern,264 Evergreen Pkwy,Boise,ID,83710,US,billing@sparrowtavern.com,XX-XXX9325,USD,Net 15,Active,08/10/2023
C-0308,Northstar Deli,7238 Rainier Ave S,Tacoma,WA,98420,US,billing@northstardeli.com,XX-XXX8941,USD,Net 15,Active,12/12/2015
C-0309,North Ridge Catering,1821 Evergreen Pkwy,Bellevue,WA,98059,US,ap@northridgecatering.com,XX-XXX4143,USD,Net 30,Inactive,07/24/2017
C-0310,Little Bridge Market,3819 Center St,Meridian,ID,83694,US,ap@littlebridgemarket.com,XX-XXX6059,USD,Net 30,Inactive,11/02/2022
C-0311,Sunny Lake Kitchen,1562 Main St,Bellevue,WA,98074,US,ap@sunnylakekitchen.com,XX-XXX4832,USD,Net 30,Inactive,11/18/2022
C-0312,Low Brook Provisions,7536 Capitol Blvd,Everett,WA,98278,US,ap@lowbrookprovisions.com,XX-XXX9656,USD,Net 30,Inactive,10/05/2022
C-0313,North Grove Kitchen,4477 Main St,Beaverton,OR,97014,US,ap@northgrovekitchen.com,XX-XXX9496,USD,Net 30,Inactive,03/01/2022
C-0314,Lone Lake Foods,972 SE Belmont St,Boise,ID,83741,US,ap@lonelakefoods.com,XX-XXX3635,USD,Net 30,Inactive,06/07/2010
C-0315,South Lake Catering,8025 Commercial St NE,Vancouver,WA,98637,US,ap@southlakecatering.com,XX-XXX9652,USD,Net 30,Inactive,02/21/2018
C-0316,Blue Prairie Cafe,730 NE Alberta St,Meridian,ID,83669,US,ap@blueprairiecafe.com,XX-XXX6489,USD,Net 30,Inactive,08/25/2019
C-0317,Golden Spring Grocery,1249 Industrial Way,Corvallis,OR,97340,US,ap@goldenspringgrocer.com,XX-XXX6765,USD,Net 30,Inactive,01/01/2016
C-0319,Low Butte Grocery,8104 SE Division St,Lake Oswego,OR,97076,US,ap@lowbuttegrocery.com,XX-XXX5952,USD,Net 30,Inactive,12/30/2014
C-0320,Grand Stone Deli,6904 Evergreen Pkwy,Vancouver,WA,98606,US,ap@grandstonedeli.com,XX-XXX1179,USD,Net 30,Inactive,04/19/2020
C-0321,West Grove Cafe,5944 Center St,Hood River,OR,97040,US,ap@westgrovecafe.com,XX-XXX5574,USD,Net 30,Inactive,07/28/2016
C-0322,East Summit Catering,5387 NW 23rd Ave,Bellevue,WA,98052,US,ap@eastsummitcatering.com,XX-XXX4673,USD,Net 30,Inactive,04/14/2013
C-0323,Waxwing Eatery,423 Broadway,Olympia,WA,98570,US,billing@waxwingeatery.com,XX-XXX4066,USD,Net 15,Active,01/06/2019
C-0324,Obsidian Grill,846 SE Belmont St,Everett,WA,98213,US,billing@obsidiangrill.com,XX-XXX2149,USD,Net 15,Active,02/02/2017
C-0325,Cobalt Cafe,5512 Main St,Olympia,WA,98518,US,billing@cobaltcafe.com,XX-XXX1594,USD,Net 15,Active,07/19/2016
C-0326,Lone Canyon Grocery,1213 NW 23rd Ave,Nampa,ID,83631,US,ap@lonecanyongrocery.com,XX-XXX5651,USD,Net 30,Inactive,10/04/2009
C-0327,Big Brook Cafe,6478 Center St,Everett,WA,98225,US,ap@bigbrookcafe.com,XX-XXX3274,USD,Net 30,Inactive,12/17/2014
C-0328,Drumlin Bakery,4423 Center St,Idaho Falls,ID,83446,US,billing@drumlinbakery.com,XX-XXX1152,USD,Net 15,Active,07/22/2015
C-0329,Oxbow Smokehouse,7048 Capitol Blvd,Vancouver,WA,98671,US,billing@oxbowsmokehouse.com,XX-XXX3761,USD,Net 15,Active,11/24/2024
C-0330,Alder Street Market,6553 N Mississippi Ave,Eugene,OR,97420,US,ap@alderstreetmarket.com,XX-XXX4969,USD,Net 30,Active,04/14/2020
C-0331,Ironwood Grocery,241 Olive Way,Corvallis,OR,97328,US,ap@ironwoodgrocery.com,XX-XXX9098,USD,Net 30,Active,08/23/2023
C-0332,Low Stone Foods,3685 Market St,Hillsboro,OR,97135,US,ap@lowstonefoods.com,XX-XXX8367,USD,Net 30,Inactive,05/25/2021
C-0333,Grand Creek Catering,8554 Evergreen Pkwy,Hood River,OR,97080,US,ap@grandcreekcatering.com,XX-XXX6702,USD,Net 30,Inactive,02/16/2018
C-0334,Isle Smokehouse,4707 Riverside Dr,Lake Oswego,OR,97004,US,billing@islesmokehouse.com,XX-XXX1260,USD,Net 15,Active,12/14/2020
C-0335,Mountain Grocers Inc.,61535 S Hwy 97,Bend,OR,97702,US,office@mountaingrocersbend.com,XX-XXX2210,USD,Net 30,Active,08/30/2012
C-0336,Silver Harbor Bistro,7567 N Mississippi Ave,Everett,WA,98220,US,ap@silverharborbistro.com,XX-XXX5790,USD,Net 30,Inactive,02/12/2016
C-0337,Saffron Taproom,3309 NE Alberta St,Olympia,WA,98528,US,billing@saffrontaproom.com,XX-XXX9452,USD,Net 15,Active,04/09/2018
C-0338,Sunny Pine Kitchen,2834 SW Barbur Blvd,Gresham,OR,97024,US,ap@sunnypinekitchen.com,XX-XXX1751,USD,Net 30,Inactive,09/08/2015
C-0339,Golden Harbor Foods,7782 W Idaho St,Eugene,OR,97475,US,ap@goldenharborfoods.com,XX-XXX6371,USD,Net 30,Inactive,04/14/2015
C-0340,Eastside Cafe,5375 Broadway,Lake Oswego,OR,97007,US,billing@eastsidecafe.com,XX-XXX5504,USD,Net 15,Active,08/08/2015
C-0341,Green Butte Foods,1445 N Mississippi Ave,Corvallis,OR,97392,US,ap@greenbuttefoods.com,XX-XXX1512,USD,Net 30,Inactive,11/21/2017
C-0343,Hidden Stone Deli,4515 Evergreen Pkwy,Seattle,WA,98136,US,ap@hiddenstonedeli.com,XX-XXX4442,USD,Net 30,Inactive,09/05/2021
C-0344,Red Harbor Bistro,905 Oak St,Nampa,ID,83676,US,ap@redharborbistro.com,XX-XXX6988,USD,Net 30,Inactive,05/14/2022
C-0345,Grand Mill Foods,1964 Olive Way,Portland,OR,97265,US,ap@grandmillfoods.com,XX-XXX2964,USD,Net 30,Inactive,11/23/2017
C-0346,Little Spring Kitchen,7206 Harbor Dr,Hood River,OR,97045,US,ap@littlespringkitche.com,XX-XXX3758,USD,Net 30,Inactive,02/27/2009
C-0347,Hidden Butte Cafe,1908 SW Barbur Blvd,Tacoma,WA,98445,US,ap@hiddenbuttecafe.com,XX-XXX6222,USD,Net 30,Inactive,07/25/2017
C-0348,Foxglove Market,3761 SE Belmont St,Boise,ID,83736,US,ap@foxglovemarket.com,XX-XXX4343,USD,Net 30,Active,04/14/2014
C-0349,Dovetail Taproom,3988 Broadway,Meridian,ID,83678,US,billing@dovetailtaproom.com,XX-XXX8670,USD,Net 15,Active,02/23/2017
C-0350,Sunny Stone Bistro,6844 SW Barbur Blvd,Everett,WA,98236,US,ap@sunnystonebistro.com,XX-XXX8410,USD,Net 30,Inactive,01/22/2010
C-0351,Yeoman Brasserie,7994 Main St,Hood River,OR,97075,US,billing@yeomanbrasserie.com,XX-XXX5472,USD,Net 15,Active,12/30/2011
C-0352,North Creek Kitchen,5487 Evergreen Pkwy,Eugene,OR,97488,US,ap@northcreekkitchen.com,XX-XXX9445,USD,Net 30,Inactive,01/18/2016
C-0353,Uproot Cafe,8860 SE Division St,Eugene,OR,97455,US,billing@uprootcafe.com,XX-XXX5290,USD,Net 15,Active,12/25/2017
C-0354,Lone Hill Foods,7984 Broadway,Beaverton,OR,97019,US,ap@lonehillfoods.com,XX-XXX6505,USD,Net 30,Inactive,01/03/2017
C-0355,Jackdaw Kitchen,6025 E Fairview Ave,Salem,OR,97313,US,billing@jackdawkitchen.com,XX-XXX5114,USD,Net 15,Active,12/01/2020
C-0356,Grand Harbor Deli,5658 Olive Way,Salem,OR,97374,US,ap@grandharbordeli.com,XX-XXX6061,USD,Net 30,Inactive,01/22/2012
C-0357,Mountain Grocers LLC,1450 W Main St,Boise,ID,83702,US,ap@mtngrocersidaho.com,XX-XXX9043,USD,Net 30,Active,12/22/2012
C-0358,Lone Summit Provisions,7983 NE Alberta St,Everett,WA,98276,US,ap@lonesummitprovisio.com,XX-XXX2585,USD,Net 30,Inactive,07/17/2014
C-0359,Yew Grill,9539 Harbor Dr,Boise,ID,83754,US,billing@yewgrill.com,XX-XXX3287,USD,Net 15,Active,01/22/2013
C-0360,Big Hill Kitchen,1022 Industrial Way,Tacoma,WA,98459,US,ap@bighillkitchen.com,XX-XXX2971,USD,Net 30,Inactive,03/24/2018
C-0361,Twin Grove Market,2784 Center St,Hood River,OR,97070,US,ap@twingrovemarket.com,XX-XXX4001,USD,Net 30,Inactive,05/15/2020
C-0362,Quince Noodle House,209 Riverside Dr,Corvallis,OR,97368,US,billing@quincenoodlehouse.com,XX-XXX9167,USD,Net 15,Active,11/29/2023
C-0363,Big Grove Deli,5281 Riverside Dr,Boise,ID,83760,US,ap@biggrovedeli.com,XX-XXX7379,USD,Net 30,Inactive,10/17/2016
C-0364,Silver Summit Cafe,8771 E Fairview Ave,Meridian,ID,83658,US,ap@silversummitcafe.com,XX-XXX5300,USD,Net 30,Inactive,01/26/2011
