Code;Entry;Line;Posted;Period;Module;Document;Party;Text;Amount;Currency;Foreign Amount;Reverses
4100;JNL-00063;3;23.03.2026;03.2026;ar;S-2026-0015;K-0007;Calibration;-2.400,00;EUR;;
4100;JNL-00079;3;11.04.2026;04.2026;ar;S-2026-0017;K-0002;Calibration;-1.250,00;EUR;;
4100;JNL-00088;3;23.04.2026;04.2026;ar;S-2026-0020;K-0007;Calibration;-2.400,00;EUR;;
4100;JNL-00103;3;11.05.2026;05.2026;ar;S-2026-0022;K-0002;Calibration;-1.250,00;EUR;;
4100;JNL-00109;3;23.05.2026;05.2026;ar;S-2026-0025;K-0007;Calibration;-2.400,00;EUR;;
4100;JNL-00119;3;11.06.2026;06.2026;ar;S-2026-0027;K-0002;Calibration;-1.250,00;EUR;;
4100;JNL-00125;3;23.06.2026;06.2026;ar;S-2026-0030;K-0007;Calibration;-2.400,00;EUR;;
4990;JNL-00133;2;14.04.2026;04.2026;manual;;;Scrap recovery;-320,00;EUR;;
5000;JNL-00002;1;07.01.2026;01.2026;manual;S-2026-0001;;Cost of sale;12.840,00;EUR;;
5000;JNL-00005;1;11.01.2026;01.2026;manual;S-2026-0002;;Cost of sale;8.388,30;EUR;;
5000;JNL-00008;1;15.01.2026;01.2026;manual;S-2026-0003;;Cost of sale;9.663,46;EUR;;
5000;JNL-00011;1;19.01.2026;01.2026;manual;S-2026-0004;;Cost of sale;5.670,45;EUR;;
5000;JNL-00014;1;23.01.2026;01.2026;manual;S-2026-0005;;Cost of sale;15.786,00;EUR;;
5000;JNL-00027;1;07.02.2026;02.2026;manual;S-2026-0006;;Cost of sale;12.840,00;EUR;;
5000;JNL-00030;1;11.02.2026;02.2026;manual;S-2026-0007;;Cost of sale;8.388,30;EUR;;
5000;JNL-00033;1;15.02.2026;02.2026;manual;S-2026-0008;;Cost of sale;9.640,22;EUR;;
5000;JNL-00036;1;19.02.2026;02.2026;manual;S-2026-0009;;Cost of sale;5.670,45;EUR;;
5000;JNL-00039;1;23.02.2026;02.2026;manual;S-2026-0010;;Cost of sale;15.786,00;EUR;;
5000;JNL-00052;1;07.03.2026;03.2026;manual;S-2026-0011;;Cost of sale;12.840,00;EUR;;
5000;JNL-00055;1;11.03.2026;03.2026;manual;S-2026-0012;;Cost of sale;8.388,30;EUR;;
5000;JNL-00058;1;15.03.2026;03.2026;manual;S-2026-0013;;Cost of sale;9.694,08;EUR;;
5000;JNL-00061;1;19.03.2026;03.2026;manual;S-2026-0014;;Cost of sale;5.670,45;EUR;;
5000;JNL-00064;1;23.03.2026;03.2026;manual;S-2026-0015;;Cost of sale;15.786,00;EUR;;
5000;JNL-00077;1;07.04.2026;04.2026;manual;S-2026-0016;;Cost of sale;12.840,00;EUR;;
5000;JNL-00080;1;11.04.2026;04.2026;manual;S-2026-0017;;Cost of sale;8.388,30;EUR;;
5000;JNL-00083;1;15.04.2026;04.2026;manual;S-2026-0018;;Cost of sale;9.747,94;EUR;;
5000;JNL-00086;1;19.04.2026;04.2026;manual;S-2026-0019;;Cost of sale;5.670,45;EUR;;
5000;JNL-00089;1;23.04.2026;04.2026;manual;S-2026-0020;;Cost of sale;15.786,00;EUR;;
5000;JNL-00102;1;07.05.2026;05.2026;manual;S-2026-0021;;Cost of sale;12.840,00;EUR;;
5000;JNL-00104;1;11.05.2026;05.2026;manual;S-2026-0022;;Cost of sale;8.388,30;EUR;;
5000;JNL-00106;1;15.05.2026;05.2026;manual;S-2026-0023;;Cost of sale;9.757,44;EUR;;
5000;JNL-00108;1;19.05.2026;05.2026;manual;S-2026-0024;;Cost of sale;5.670,45;EUR;;
5000;JNL-00110;1;23.05.2026;05.2026;manual;S-2026-0025;;Cost of sale;15.786,00;EUR;;
5000;JNL-00118;1;07.06.2026;06.2026;manual;S-2026-0026;;Cost of sale;12.840,00;EUR;;
5000;JNL-00120;1;11.06.2026;06.2026;manual;S-2026-0027;;Cost of sale;8.388,30;EUR;;
5000;JNL-00122;1;15.06.2026;06.2026;manual;S-2026-0028;;Cost of sale;9.811,30;EUR;;
5000;JNL-00124;1;19.06.2026;06.2026;manual;S-2026-0029;;Cost of sale;5.670,45;EUR;;
5000;JNL-00126;1;23.06.2026;06.2026;manual;S-2026-0030;;Cost of sale;15.786,00;EUR;;
6100;JNL-00024;1;01.01.2026;01.2026;manual;;;Workshop rent;2.400,00;EUR;;
6100;JNL-00136;1;31.01.2026;01.2026;manual;;;Insurance release;700,00;EUR;;
6100;JNL-00049;1;01.02.2026;02.2026;manual;;;Workshop rent;2.400,00;EUR;;
6100;JNL-00137;1;28.02.2026;02.2026;manual;;;Insurance release;700,00;EUR;;
6100;JNL-00074;1;01.03.2026;03.2026;manual;;;Workshop rent;2.400,00;EUR;;
6100;JNL-00134;1;31.03.2026;03.2026;manual;;;March accrual;1.150,00;EUR;;
6100;JNL-00138;1;31.03.2026;03.2026;manual;;;Insurance release;700,00;EUR;;
6100;JNL-00099;1;01.04.2026;04.2026;manual;;;Workshop rent;2.400,00;EUR;;
6100;JNL-00135;1;01.04.2026;04.2026;manual;;;Reversal of March accrual;-1.150,00;EUR;;JNL-00134
6100;JNL-00139;1;30.04.2026;04.2026;manual;;;Insurance release;700,00;EUR;;
6100;JNL-00115;1;01.05.2026;05.2026;manual;;;Workshop rent;2.400,00;EUR;;
6100;JNL-00140;1;31.05.2026;05.2026;manual;;;Insurance release;700,00;EUR;;
6100;JNL-00131;1;01.06.2026;06.2026;manual;;;Workshop rent;2.400,00;EUR;;
6100;JNL-00141;1;30.06.2026;06.2026;manual;;;Insurance release;700,00;EUR;;
6200;JNL-00025;1;31.01.2026;01.2026;manual;;;Payroll;18.750,00;EUR;;
6200;JNL-00050;1;28.02.2026;02.2026;manual;;;Payroll;18.750,00;EUR;;
6200;JNL-00075;1;31.03.2026;03.2026;manual;;;Payroll;18.750,00;EUR;;
6200;JNL-00100;1;30.04.2026;04.2026;manual;;;Payroll;18.750,00;EUR;;
6200;JNL-00116;1;31.05.2026;05.2026;manual;;;Payroll;18.750,00;EUR;;
6200;JNL-00132;1;30.06.2026;06.2026;manual;;;Payroll;18.750,00;EUR;;
6900;JNL-00009;3;04.02.2026;02.2026;cash_receipts;S-2026-0003;;Exchange difference;19,36;EUR;;
6900;JNL-00019;3;06.02.2026;02.2026;cash_disbursements;P-2026-0002;;Exchange difference;31,36;EUR;;
6900;JNL-00034;3;07.03.2026;03.2026;cash_receipts;S-2026-0008;;Exchange difference;-35,20;EUR;;
6900;JNL-00044;3;09.03.2026;03.2026;cash_disbursements;P-2026-0006;;Exchange difference;12,30;EUR;;
6900;JNL-00059;3;04.04.2026;04.2026;cash_receipts;S-2026-0013;;Exchange difference;-35,20;EUR;;
6900;JNL-00069;3;06.04.2026;04.2026;cash_disbursements;P-2026-0010;;Exchange difference;12,30;EUR;;
6900;JNL-00084;3;05.05.2026;05.2026;cash_receipts;S-2026-0018;;Exchange difference;-35,20;EUR;;
6900;JNL-00094;3;07.05.2026;05.2026;cash_disbursements;P-2026-0014;;Exchange difference;-13,52;EUR;;
